Amplitude, Phi, Normalized Tacc, Zeta, Fit Correlation 
1.5333, 3.4258, 0.75, 0.4, 1.0 
1.716, 3.4625, 0.75, 0.42, 1.0 
1.9272, 3.498, 0.75, 0.44, 1.0 
2.1731, 3.533, 0.75, 0.46, 1.0 
2.4598, 3.5663, 0.75, 0.48, 1.0 
2.798, 3.5995, 0.75, 0.5, 1.0 
3.1976, 3.6313, 0.75, 0.52, 1.0 
3.6761, 3.6631, 0.75, 0.54, 1.0 
4.2527, 3.6943, 0.75, 0.56, 1.0 
4.9551, 3.7252, 0.75, 0.58, 1.0 
5.8206, 3.7559, 0.75, 0.6, 1.0 
6.9002, 3.7865, 0.75, 0.62, 1.0 
8.2593, 3.816, 0.75, 0.64, 1.0 
10.0121, 3.8464, 0.75, 0.66, 1.0 
12.3082, 3.877, 0.75, 0.68, 1.0 
0.2734, 2.4195, 0.77, 0.0, 1.0 
0.2876, 2.4943, 0.77, 0.02, 1.0 
0.3043, 2.568, 0.77, 0.04, 1.0 
0.3233, 2.6414, 0.77, 0.06, 1.0 
0.3451, 2.7133, 0.77, 0.08, 1.0 
0.3701, 2.7835, 0.77, 0.1, 1.0 
0.3985, 2.8516, 0.77, 0.12, 1.0 
0.4309, 2.9173, 0.77, 0.14, 1.0 
0.4675, 2.9804, 0.77, 0.16, 1.0 
0.5091, 3.0409, 0.77, 0.18, 1.0 
0.556, 3.0985, 0.77, 0.2, 1.0 
0.609, 3.1543, 0.77, 0.22, 1.0 
0.6689, 3.2071, 0.77, 0.24, 1.0 
0.7365, 3.2582, 0.77, 0.26, 1.0 
0.8131, 3.3063, 0.77, 0.28, 1.0 
0.8998, 3.3526, 0.77, 0.3, 1.0 
0.9982, 3.397, 0.77, 0.32, 1.0 
1.1102, 3.4395, 0.77, 0.34, 1.0 
1.238, 3.4801, 0.77, 0.36, 1.0 
1.3845, 3.5197, 0.77, 0.38, 1.0 
1.5525, 3.5572, 0.77, 0.4, 1.0 
1.7471, 3.5944, 0.77, 0.42, 1.0 
1.972, 3.6292, 0.77, 0.44, 1.0 
2.2345, 3.6634, 0.77, 0.46, 1.0 
2.5425, 3.6967, 0.77, 0.48, 1.0 
2.9069, 3.7297, 0.77, 0.5, 1.0 
3.3407, 3.762, 0.77, 0.52, 1.0 
3.86, 3.7932, 0.77, 0.54, 1.0 
4.4881, 3.8237, 0.77, 0.56, 1.0 
5.2586, 3.8546, 0.77, 0.58, 1.0 
6.2082, 3.8843, 0.77, 0.6, 1.0 
7.4012, 3.9144, 0.77, 0.62, 1.0 
8.9147, 3.9441, 0.77, 0.64, 1.0 
10.8686, 3.9736, 0.77, 0.66, 1.0 
13.4476, 4.0039, 0.77, 0.68, 1.0 
0.2471, 2.482, 0.79, 0.0, 1.0 
0.2604, 2.5658, 0.79, 0.02, 1.0 
0.2762, 2.6489, 0.79, 0.04, 1.0 
0.2947, 2.7305, 0.79, 0.06, 1.0 
0.3162, 2.8101, 0.79, 0.08, 1.0 
0.3411, 2.8871, 0.79, 0.1, 1.0 
0.3697, 2.9611, 0.79, 0.12, 1.0 
0.4023, 3.0328, 0.79, 0.14, 1.0 
0.4397, 3.1001, 0.79, 0.16, 1.0 
0.4821, 3.1647, 0.79, 0.18, 1.0 
0.5303, 3.2258, 0.79, 0.2, 1.0 
0.585, 3.2834, 0.79, 0.22, 1.0 
0.647, 3.3384, 0.79, 0.24, 1.0 
0.7173, 3.3901, 0.79, 0.26, 1.0 
0.797, 3.4393, 0.79, 0.28, 1.0 
0.8875, 3.4864, 0.79, 0.3, 1.0 
0.9907, 3.5312, 0.79, 0.32, 1.0 
1.1083, 3.5738, 0.79, 0.34, 1.0 
1.2429, 3.6142, 0.79, 0.36, 1.0 
1.3975, 3.6534, 0.79, 0.38, 1.0 
1.5754, 3.6903, 0.79, 0.4, 1.0 
1.7819, 3.7268, 0.79, 0.42, 1.0 
2.022, 3.7617, 0.79, 0.44, 1.0 
2.3031, 3.7958, 0.79, 0.46, 1.0 
2.634, 3.8288, 0.79, 0.48, 1.0 
3.0255, 3.8605, 0.79, 0.5, 1.0 
3.4944, 3.8923, 0.79, 0.52, 1.0 
4.0577, 3.9229, 0.79, 0.54, 1.0 
4.7437, 3.9534, 0.79, 0.56, 1.0 
5.5854, 3.9833, 0.79, 0.58, 1.0 
6.6304, 4.0127, 0.79, 0.6, 1.0 
7.9483, 4.0425, 0.79, 0.62, 1.0 
9.6332, 4.0722, 0.79, 0.64, 1.0 
11.8189, 4.1016, 0.79, 0.66, 1.0 
14.7073, 4.1307, 0.79, 0.68, 1.0 
0.2209, 2.545, 0.81, 0.0, 1.0 
0.2334, 2.6397, 0.81, 0.02, 1.0 
0.2485, 2.7332, 0.81, 0.04, 1.0 
0.2664, 2.8245, 0.81, 0.06, 1.0 
0.2877, 2.9128, 0.81, 0.08, 1.0 
0.3124, 2.9982, 0.81, 0.1, 1.0 
0.3413, 3.0786, 0.81, 0.12, 1.0 
0.3745, 3.1554, 0.81, 0.14, 1.0 
0.4128, 3.2267, 0.81, 0.16, 1.0 
0.4564, 3.2943, 0.81, 0.18, 1.0 
0.506, 3.3584, 0.81, 0.2, 1.0 
0.5625, 3.4182, 0.81, 0.22, 1.0 
0.6268, 3.4739, 0.81, 0.24, 1.0 
0.6998, 3.5265, 0.81, 0.26, 1.0 
0.7828, 3.5764, 0.81, 0.28, 1.0 
0.8775, 3.6237, 0.81, 0.3, 1.0 
0.9854, 3.6673, 0.81, 0.32, 1.0 
1.1089, 3.7096, 0.81, 0.34, 1.0 
1.2508, 3.7505, 0.81, 0.36, 1.0 
1.4141, 3.7889, 0.81, 0.38, 1.0 
1.6024, 3.8249, 0.81, 0.4, 1.0 
1.8215, 3.8604, 0.81, 0.42, 1.0 
2.0776, 3.8951, 0.81, 0.44, 1.0 
2.3777, 3.928, 0.81, 0.46, 1.0 
2.7329, 3.9606, 0.81, 0.48, 1.0 
3.1546, 3.9918, 0.81, 0.5, 1.0 
3.6612, 4.023, 0.81, 0.52, 1.0 
4.272, 4.0527, 0.81, 0.54, 1.0 
5.0183, 4.0824, 0.81, 0.56, 1.0 
5.9406, 4.1122, 0.81, 0.58, 1.0 
7.0901, 4.1413, 0.81, 0.6, 1.0 
8.5456, 4.1705, 0.81, 0.62, 1.0 
10.4143, 4.1995, 0.81, 0.64, 1.0 
12.8566, 4.2288, 0.81, 0.66, 1.0 
16.1108, 4.2582, 0.81, 0.68, 1.0 
0.1952, 2.608, 0.83, 0.0, 1.0 
0.2067, 2.7159, 0.83, 0.02, 1.0 
0.2211, 2.822, 0.83, 0.04, 1.0 
0.2387, 2.9247, 0.83, 0.06, 1.0 
0.2598, 3.023, 0.83, 0.08, 1.0 
0.2847, 3.1167, 0.83, 0.1, 1.0 
0.3139, 3.2046, 0.83, 0.12, 1.0 
0.348, 3.2854, 0.83, 0.14, 1.0 
0.387, 3.3623, 0.83, 0.16, 1.0 
0.4319, 3.4322, 0.83, 0.18, 1.0 
0.4832, 3.4977, 0.83, 0.2, 1.0 
0.5417, 3.5591, 0.83, 0.22, 1.0 
0.6084, 3.6156, 0.83, 0.24, 1.0 
0.6844, 3.6675, 0.83, 0.26, 1.0 
0.771, 3.7174, 0.83, 0.28, 1.0 
0.8698, 3.7632, 0.83, 0.3, 1.0 
0.983, 3.8073, 0.83, 0.32, 1.0 
1.1127, 3.8487, 0.83, 0.34, 1.0 
1.2618, 3.8876, 0.83, 0.36, 1.0 
1.4341, 3.9249, 0.83, 0.38, 1.0 
1.6343, 3.9618, 0.83, 0.4, 1.0 
1.8668, 3.9959, 0.83, 0.42, 1.0 
2.1394, 4.0293, 0.83, 0.44, 1.0 
2.4606, 4.0617, 0.83, 0.46, 1.0 
2.8408, 4.0928, 0.83, 0.48, 1.0 
3.2948, 4.1234, 0.83, 0.5, 1.0 
3.8422, 4.1538, 0.83, 0.52, 1.0 
4.5067, 4.1836, 0.83, 0.54, 1.0 
5.319, 4.2123, 0.83, 0.56, 1.0 
6.3262, 4.241, 0.83, 0.58, 1.0 
7.5904, 4.2698, 0.83, 0.6, 1.0 
9.1978, 4.2985, 0.83, 0.62, 1.0 
11.277, 4.3276, 0.83, 0.64, 1.0 
13.9984, 4.3559, 0.83, 0.66, 1.0 
17.6516, 4.385, 0.83, 0.68, 1.0 
0.1701, 2.6705, 0.85, 0.0, 1.0 
0.1807, 2.7947, 0.85, 0.02, 1.0 
0.1944, 2.9161, 0.85, 0.04, 1.0 
0.2115, 3.0333, 0.85, 0.06, 1.0 
0.2327, 3.1428, 0.85, 0.08, 1.0 
0.2579, 3.2455, 0.85, 0.1, 1.0 
0.2878, 3.3399, 0.85, 0.12, 1.0 
0.3227, 3.4262, 0.85, 0.14, 1.0 
0.3629, 3.5059, 0.85, 0.16, 1.0 
0.4093, 3.5783, 0.85, 0.18, 1.0 
0.4625, 3.644, 0.85, 0.2, 1.0 
0.5232, 3.7048, 0.85, 0.22, 1.0 
0.5925, 3.7613, 0.85, 0.24, 1.0 
0.6715, 3.8128, 0.85, 0.26, 1.0 
0.7619, 3.8618, 0.85, 0.28, 1.0 
0.8652, 3.9066, 0.85, 0.3, 1.0 
0.9837, 3.9496, 0.85, 0.32, 1.0 
1.12, 3.9897, 0.85, 0.34, 1.0 
1.2769, 4.0272, 0.85, 0.36, 1.0 
1.4587, 4.0631, 0.85, 0.38, 1.0 
1.6705, 4.0985, 0.85, 0.4, 1.0 
1.9171, 4.1311, 0.85, 0.42, 1.0 
2.2078, 4.164, 0.85, 0.44, 1.0 
2.5503, 4.1948, 0.85, 0.46, 1.0 
2.9582, 4.2253, 0.85, 0.48, 1.0 
3.447, 4.255, 0.85, 0.5, 1.0 
4.0382, 4.2847, 0.85, 0.52, 1.0 
4.7584, 4.3136, 0.85, 0.54, 1.0 
5.6449, 4.3422, 0.85, 0.56, 1.0 
6.7486, 4.3707, 0.85, 0.58, 1.0 
8.1348, 4.3982, 0.85, 0.6, 1.0 
9.9095, 4.4263, 0.85, 0.62, 1.0 
12.2146, 4.4548, 0.85, 0.64, 1.0 
15.2546, 4.4829, 0.85, 0.66, 1.0 
19.3552, 4.5116, 0.85, 0.68, 1.0 
0.1454, 2.7335, 0.87, 0.0, 1.0 
0.155, 2.8789, 0.87, 0.02, 1.0 
0.1682, 3.0198, 0.87, 0.04, 1.0 
0.1852, 3.1534, 0.87, 0.06, 1.0 
0.2066, 3.2755, 0.87, 0.08, 1.0 
0.2325, 3.3873, 0.87, 0.1, 1.0 
0.2631, 3.4888, 0.87, 0.12, 1.0 
0.2992, 3.5783, 0.87, 0.14, 1.0 
0.3409, 3.6593, 0.87, 0.16, 1.0 
0.3889, 3.7328, 0.87, 0.18, 1.0 
0.4441, 3.7986, 0.87, 0.2, 1.0 
0.5071, 3.8576, 0.87, 0.22, 1.0 
0.5792, 3.9119, 0.87, 0.24, 1.0 
0.6615, 3.9631, 0.87, 0.26, 1.0 
0.7558, 4.0095, 0.87, 0.28, 1.0 
0.8637, 4.0526, 0.87, 0.3, 1.0 
0.9877, 4.0927, 0.87, 0.32, 1.0 
1.1306, 4.1311, 0.87, 0.34, 1.0 
1.2961, 4.1679, 0.87, 0.36, 1.0 
1.4878, 4.2021, 0.87, 0.38, 1.0 
1.7117, 4.2358, 0.87, 0.4, 1.0 
1.9739, 4.2677, 0.87, 0.42, 1.0 
2.2831, 4.2989, 0.87, 0.44, 1.0 
2.6495, 4.3289, 0.87, 0.46, 1.0 
3.0873, 4.3586, 0.87, 0.48, 1.0 
3.6136, 4.3876, 0.87, 0.5, 1.0 
4.2503, 4.4155, 0.87, 0.52, 1.0 
5.0307, 4.4435, 0.87, 0.54, 1.0 
5.9946, 4.4711, 0.87, 0.56, 1.0 
7.2029, 4.4993, 0.87, 0.58, 1.0 
8.7269, 4.5265, 0.87, 0.6, 1.0 
10.6926, 4.5549, 0.87, 0.62, 1.0 
13.2498, 4.5826, 0.87, 0.64, 1.0 
16.6475, 4.6106, 0.87, 0.66, 1.0 
21.2531, 4.6388, 0.87, 0.68, 1.0 
0.1212, 2.7965, 0.89, 0.0, 1.0 
0.1299, 2.9704, 0.89, 0.02, 1.0 
0.1427, 3.1363, 0.89, 0.04, 1.0 
0.1599, 3.2896, 0.89, 0.06, 1.0 
0.1818, 3.4265, 0.89, 0.08, 1.0 
0.2086, 3.5467, 0.89, 0.1, 1.0 
0.2406, 3.6511, 0.89, 0.12, 1.0 
0.278, 3.7431, 0.89, 0.14, 1.0 
0.3213, 3.8246, 0.89, 0.16, 1.0 
0.3713, 3.8947, 0.89, 0.18, 1.0 
0.4285, 3.9589, 0.89, 0.2, 1.0 
0.494, 4.0159, 0.89, 0.22, 1.0 
0.5689, 4.0678, 0.89, 0.24, 1.0 
0.6547, 4.1156, 0.89, 0.26, 1.0 
0.7529, 4.1596, 0.89, 0.28, 1.0 
0.8657, 4.2004, 0.89, 0.3, 1.0 
0.9955, 4.2383, 0.89, 0.32, 1.0 
1.1455, 4.2746, 0.89, 0.34, 1.0 
1.3191, 4.3083, 0.89, 0.36, 1.0 
1.5216, 4.3416, 0.89, 0.38, 1.0 
1.7584, 4.3733, 0.89, 0.4, 1.0 
2.0362, 4.4035, 0.89, 0.42, 1.0 
2.3657, 4.4338, 0.89, 0.44, 1.0 
2.7562, 4.4621, 0.89, 0.46, 1.0 
3.2257, 4.491, 0.89, 0.48, 1.0 
3.7921, 4.5191, 0.89, 0.5, 1.0 
4.4795, 4.5461, 0.89, 0.52, 1.0 
5.3278, 4.5741, 0.89, 0.54, 1.0 
6.3763, 4.6007, 0.89, 0.56, 1.0 
7.6954, 4.6278, 0.89, 0.58, 1.0 
9.3761, 4.6554, 0.89, 0.6, 1.0 
11.5401, 4.6824, 0.89, 0.62, 1.0 
14.3746, 4.7095, 0.89, 0.64, 1.0 
18.1687, 4.7374, 0.89, 0.66, 1.0 
23.3371, 4.7652, 0.89, 0.68, 1.0 
0.0977, 2.859, 0.91, 0.0, 1.0 
0.1056, 3.0728, 0.91, 0.02, 1.0 
0.1183, 3.2728, 0.91, 0.04, 1.0 
0.136, 3.4492, 0.91, 0.06, 1.0 
0.159, 3.5994, 0.91, 0.08, 1.0 
0.1872, 3.7251, 0.91, 0.1, 1.0 
0.2206, 3.8317, 0.91, 0.12, 1.0 
0.2597, 3.9215, 0.91, 0.14, 1.0 
0.3048, 3.9992, 0.91, 0.16, 1.0 
0.3567, 4.0661, 0.91, 0.18, 1.0 
0.4162, 4.1255, 0.91, 0.2, 1.0 
0.4842, 4.1789, 0.91, 0.22, 1.0 
0.562, 4.2261, 0.91, 0.24, 1.0 
0.6512, 4.2706, 0.91, 0.26, 1.0 
0.7534, 4.3104, 0.91, 0.28, 1.0 
0.8711, 4.3484, 0.91, 0.3, 1.0 
1.0071, 4.3848, 0.91, 0.32, 1.0 
1.1641, 4.4175, 0.91, 0.34, 1.0 
1.347, 4.45, 0.91, 0.36, 1.0 
1.5604, 4.4812, 0.91, 0.38, 1.0 
1.8105, 4.5109, 0.91, 0.4, 1.0 
2.1058, 4.5401, 0.91, 0.42, 1.0 
2.4559, 4.5685, 0.91, 0.44, 1.0 
2.8734, 4.596, 0.91, 0.46, 1.0 
3.3754, 4.6231, 0.91, 0.48, 1.0 
3.9847, 4.6504, 0.91, 0.5, 1.0 
4.7267, 4.6765, 0.91, 0.52, 1.0 
5.6455, 4.7035, 0.91, 0.54, 1.0 
6.7892, 4.73, 0.91, 0.56, 1.0 
8.2289, 4.756, 0.91, 0.58, 1.0 
10.076, 4.7833, 0.91, 0.6, 1.0 
12.4643, 4.8098, 0.91, 0.62, 1.0 
15.6158, 4.8369, 0.91, 0.64, 1.0 
19.842, 4.864, 0.91, 0.66, 1.0 
25.6588, 4.8922, 0.91, 0.68, 1.0 
0.0747, 2.922, 0.93, 0.0, 1.0 
0.082, 3.1971, 0.93, 0.02, 1.0 
0.0952, 3.4423, 0.93, 0.04, 1.0 
0.1144, 3.6416, 0.93, 0.06, 1.0 
0.1388, 3.8023, 0.93, 0.08, 1.0 
0.1687, 3.9275, 0.93, 0.1, 1.0 
0.2039, 4.0291, 0.93, 0.12, 1.0 
0.2447, 4.1135, 0.93, 0.14, 1.0 
0.2918, 4.1837, 0.93, 0.16, 1.0 
0.3456, 4.2446, 0.93, 0.18, 1.0 
0.4073, 4.2971, 0.93, 0.2, 1.0 
0.4779, 4.3454, 0.93, 0.22, 1.0 
0.5587, 4.3881, 0.93, 0.24, 1.0 
0.6513, 4.4272, 0.93, 0.26, 1.0 
0.7577, 4.4634, 0.93, 0.28, 1.0 
0.8806, 4.4981, 0.93, 0.3, 1.0 
1.0225, 4.5305, 0.93, 0.32, 1.0 
1.1873, 4.5616, 0.93, 0.34, 1.0 
1.3794, 4.5917, 0.93, 0.36, 1.0 
1.6042, 4.6205, 0.93, 0.38, 1.0 
1.8684, 4.6482, 0.93, 0.4, 1.0 
2.1811, 4.6754, 0.93, 0.42, 1.0 
2.5541, 4.7029, 0.93, 0.44, 1.0 
2.9989, 4.7285, 0.93, 0.46, 1.0 
3.537, 4.7548, 0.93, 0.48, 1.0 
4.1922, 4.7812, 0.93, 0.5, 1.0 
4.9957, 4.8074, 0.93, 0.52, 1.0 
5.9882, 4.8326, 0.93, 0.54, 1.0 
7.2352, 4.859, 0.93, 0.56, 1.0 
8.8118, 4.8848, 0.93, 0.58, 1.0 
10.8362, 4.9109, 0.93, 0.6, 1.0 
13.4717, 4.937, 0.93, 0.62, 1.0 
16.9643, 4.9635, 0.93, 0.64, 1.0 
21.6967, 4.9912, 0.93, 0.66, 1.0 
28.2083, 5.0184, 0.93, 0.68, 1.0 
0.0524, 2.985, 0.95, 0.0, 1.0 
0.0596, 3.3647, 0.95, 0.02, 1.0 
0.0744, 3.6673, 0.95, 0.04, 1.0 
0.0956, 3.8855, 0.95, 0.06, 1.0 
0.1223, 4.0425, 0.95, 0.08, 1.0 
0.1541, 4.1577, 0.95, 0.1, 1.0 
0.1911, 4.2458, 0.95, 0.12, 1.0 
0.2337, 4.3174, 0.95, 0.14, 1.0 
0.2826, 4.3761, 0.95, 0.16, 1.0 
0.3384, 4.4284, 0.95, 0.18, 1.0 
0.4023, 4.4735, 0.95, 0.2, 1.0 
0.4752, 4.5128, 0.95, 0.22, 1.0 
0.559, 4.5501, 0.95, 0.24, 1.0 
0.6551, 4.5846, 0.95, 0.26, 1.0 
0.7658, 4.6167, 0.95, 0.28, 1.0 
0.8938, 4.6478, 0.95, 0.3, 1.0 
1.0421, 4.677, 0.95, 0.32, 1.0 
1.2147, 4.7054, 0.95, 0.34, 1.0 
1.416, 4.7318, 0.95, 0.36, 1.0 
1.6533, 4.7594, 0.95, 0.38, 1.0 
1.9322, 4.7849, 0.95, 0.4, 1.0 
2.2642, 4.8111, 0.95, 0.42, 1.0 
2.6604, 4.8368, 0.95, 0.44, 1.0 
3.1357, 4.8616, 0.95, 0.46, 1.0 
3.7126, 4.887, 0.95, 0.48, 1.0 
4.4154, 4.9117, 0.95, 0.5, 1.0 
5.2825, 4.937, 0.95, 0.52, 1.0 
6.3573, 4.9614, 0.95, 0.54, 1.0 
7.7124, 4.9869, 0.95, 0.56, 1.0 
9.4374, 5.0126, 0.95, 0.58, 1.0 
11.6616, 5.0383, 0.95, 0.6, 1.0 
14.5697, 5.064, 0.95, 0.62, 1.0 
18.4519, 5.0907, 0.95, 0.64, 1.0 
23.7223, 5.1176, 0.95, 0.66, 1.0 
31.0276, 5.1445, 0.95, 0.68, 1.0 
0.031, 3.0475, 0.97, 0.0, 1.0 
0.0392, 3.6373, 0.97, 0.02, 1.0 
0.0572, 3.9952, 0.97, 0.04, 1.0 
0.0814, 4.1958, 0.97, 0.06, 1.0 
0.1104, 4.3226, 0.97, 0.08, 1.0 
0.1442, 4.4099, 0.97, 0.1, 1.0 
0.1829, 4.4769, 0.97, 0.12, 1.0 
0.2271, 4.5298, 0.97, 0.14, 1.0 
0.2775, 4.5751, 0.97, 0.16, 1.0 
0.3351, 4.6137, 0.97, 0.18, 1.0 
0.401, 4.65, 0.97, 0.2, 1.0 
0.4764, 4.6822, 0.97, 0.22, 1.0 
0.5631, 4.7135, 0.97, 0.24, 1.0 
0.6626, 4.7417, 0.97, 0.26, 1.0 
0.7776, 4.7695, 0.97, 0.28, 1.0 
0.9107, 4.7958, 0.97, 0.3, 1.0 
1.0654, 4.8217, 0.97, 0.32, 1.0 
1.246, 4.8472, 0.97, 0.34, 1.0 
1.4577, 4.8722, 0.97, 0.36, 1.0 
1.7068, 4.8965, 0.97, 0.38, 1.0 
2.0019, 4.921, 0.97, 0.4, 1.0 
2.3533, 4.9452, 0.97, 0.42, 1.0 
2.7739, 4.9691, 0.97, 0.44, 1.0 
3.2829, 4.994, 0.97, 0.46, 1.0 
3.8995, 5.0178, 0.97, 0.48, 1.0 
4.6551, 5.0417, 0.97, 0.5, 1.0 
5.5906, 5.0663, 0.97, 0.52, 1.0 
6.7581, 5.0907, 0.97, 0.54, 1.0 
8.2316, 5.1153, 0.97, 0.56, 1.0 
10.114, 5.14, 0.97, 0.58, 1.0 
12.5576, 5.1655, 0.97, 0.6, 1.0 
15.7661, 5.1908, 0.97, 0.62, 1.0 
20.0677, 5.2169, 0.97, 0.64, 1.0 
25.9502, 5.2438, 0.97, 0.66, 1.0 
34.1686, 5.2711, 0.97, 0.68, 1.0 
0.0102, 3.1105, 0.99, 0.0, 1.0 
0.0239, 4.2291, 0.99, 0.02, 1.0 
0.0468, 4.4716, 0.99, 0.04, 1.0 
0.0738, 4.5712, 0.99, 0.06, 1.0 
0.1046, 4.6329, 0.99, 0.08, 1.0 
0.1396, 4.6767, 0.99, 0.1, 1.0 
0.1795, 4.7133, 0.99, 0.12, 1.0 
0.2249, 4.7457, 0.99, 0.14, 1.0 
0.2767, 4.7739, 0.99, 0.16, 1.0 
0.3359, 4.8005, 0.99, 0.18, 1.0 
0.4036, 4.826, 0.99, 0.2, 1.0 
0.4813, 4.8506, 0.99, 0.22, 1.0 
0.5707, 4.8745, 0.99, 0.24, 1.0 
0.6737, 4.8975, 0.99, 0.26, 1.0 
0.7931, 4.921, 0.99, 0.28, 1.0 
0.9315, 4.9436, 0.99, 0.3, 1.0 
1.093, 4.9664, 0.99, 0.32, 1.0 
1.282, 4.9891, 0.99, 0.34, 1.0 
1.5041, 5.0116, 0.99, 0.36, 1.0 
1.7662, 5.0337, 0.99, 0.38, 1.0 
2.0776, 5.0561, 0.99, 0.4, 1.0 
2.4505, 5.0795, 0.99, 0.42, 1.0 
2.8971, 5.1016, 0.99, 0.44, 1.0 
3.4392, 5.1249, 0.99, 0.46, 1.0 
4.0997, 5.148, 0.99, 0.48, 1.0 
4.912, 5.1712, 0.99, 0.5, 1.0 
5.9213, 5.1951, 0.99, 0.52, 1.0 
7.1854, 5.2188, 0.99, 0.54, 1.0 
8.7914, 5.2434, 0.99, 0.56, 1.0 
10.8454, 5.2672, 0.99, 0.58, 1.0 
13.5297, 5.2925, 0.99, 0.6, 1.0 
17.0802, 5.3182, 0.99, 0.62, 1.0 
21.8497, 5.3437, 0.99, 0.64, 1.0 
28.4006, 5.3699, 0.99, 0.66, 1.0 
37.619, 5.397, 0.99, 0.68, 1.0 
